Original,Paraphrased
"['Over the past eight years, the show about a 1960s advertising agency and its collision with changing times has become part of the national fabric, if never a huge ratings hit.', 'Stores have created fashion lines inspired by the show; there have been ""Mad Men"" cocktails and ""Mad Men"" museum exhibits and even ""Mad Men"" presidential references.', 'The end of a TV series brings with it some risk.', ""What's going to happen?"", ""It's all an ad agency can do to keep up."", ""Instead, try this: It's April 1, 1970.""]","[""For the past eight years, the television show set in a 1960s advertising agency has become an integral part of the country's cultural landscape, despite never achieving massive ratings success."", ""Retailers have launched fashion lines inspired by the series; there have been themed cocktails, exhibitions, and even political references drawing from the show's aesthetic."", 'The conclusion of a television show carries a degree of uncertainty.', 'What can we expect to occur?', 'The ad agency is struggling to keep pace with the rapidly changing industry.', 'As an alternative, consider the date April 1, 1970.']"
"['That was the sentiment of many ""Vampire Diaries"" fans on Tuesday after star Nina Dobrev announced she will be leaving the CW show at the end of this season.', ""Many chastised the show's producers, some even Dobrev herself, for allowing the show to go on to a seventh season this fall after she departs."", 'Nothing will be the same again,"" Twitter user iDamonAndElena posted.']","['Many ""Vampire Diaries"" fans were saddened by the news that Nina Dobrev, one of the show\'s stars, will be departing from the CW series at the end of the current season.', ""Some critics and viewers have criticized the show's producers for continuing the series into a seventh season after Nina Dobrev's departure, with some even directing their ire towards Dobrev herself."", '""Everything has changed forever,"" tweeted iDamonAndElena.']"
"['Federal education minister Smriti Irani was visiting a FabIndia outlet in the tourist resort state of Goa on Friday when she discovered a surveillance camera pointed at the changing room, police said.', 'Four employees of the store have been arrested, but its manager -- herself a woman -- was still at large Saturday, said Goa police superintendent Kartik Kashyap.', ""They found an overhead camera that the minister had spotted and determined that it was indeed able to take photos of customers using the store's changing room, according to Kashyap."", 'After the incident, authorities sealed off the store and summoned six top officials from FabIndia, he said.', 'If convicted, they could spend up to three years in jail, Kashyap said.', '""FabIndia is deeply concerned and shocked at this allegation,"" the company said in a statement.']","[""While visiting a FabIndia outlet in Goa on Friday, India's federal education minister Smriti Irani allegedly found a surveillance camera aimed at the changing room, according to police."", 'Four store employees were apprehended, while the manager, a woman, remained at large as of Saturday, according to Goa police superintendent Kartik Kashyap.', 'The minister had noticed an overhead camera in the store and, upon investigation, it was found to be capable of capturing images of customers using the changing room, as stated by Kashyap.', 'Following the incident, the authorities shut down the store and called in six high-ranking officials from FabIndia for questioning.', 'If found guilty, the defendants could face a prison term of up to three years, according to Kashyap.', 'FabIndia is profoundly disturbed and taken aback by this accusation, as stated in their official statement.']"
"['The group included four children -- the oldest being 10 or 11, with the youngest born in 2013, a Turkish official told CNN on condition of anonymity.', 'The nine were arrested at the Turkey-Syria border, the Turkish military said.', ""It didn't say why the group allegedly was trying to get into Syria, which has been torn by a roughly four-year war between Syrian government forces and Islamist extremist groups and other rebels."", ""Among the war's combatants is ISIS, which has taken over parts of Syria and Iraq for what it claims is its Islamic caliphate, and which is known to have been recruiting Westerners."", 'Accompanying the children were three men and two women; all nine had British passports, the Turkish official said.', 'The British Foreign Office said Wednesday that it is aware of reports of the arrests and that it is seeking information about the incident from Turkish authorities.']","['The group consisted of four children, with the oldest being around 10 or 11 years old and the youngest born in 2013, according to a Turkish official who spoke to CNN on the condition of anonymity.', 'Nine individuals were detained by Turkish authorities at the Turkey-Syria border, according to the Turkish military.', ""The group's intentions for attempting to enter Syria remain unclear, as the country has been embroiled in a brutal four-year conflict between government forces and various rebel groups, including extremist factions."", 'The Islamic State (ISIS) has seized control of portions of Syria and Iraq, declaring them part of its self-proclaimed Islamic caliphate, and has been actively recruiting individuals from Western countries.', 'Nine individuals, including three men and two women, held British passports, according to the Turkish official.', 'The British Foreign Office is aware of reports of arrests and is seeking information from Turkish authorities regarding the incident.']"
"['""The submarine is in a dry dock,"" Tass reports, citing the source, and there is no ammunition on board.', 'Tass reported that the fire began on a sub in the Zvyozdochka shipyard in northwestern Russia.', 'Zvyozdochka spokesman Yevgeny Gladyshev told the news agency that the sub had been undergoing repairs since November 2013.', '""There are no armaments or chemically active, dangerous substances, fissionable materials on it,"" Gladyshev said to Tass.']","['According to Tass, the submarine is currently in a dry dock with no ammunition on board.', 'According to Tass, a fire broke out on a submarine at the Zvyozdochka shipyard in northwestern Russia.', 'According to Zvyozdochka spokesman Yevgeny Gladyshev, the submarine has been undergoing repairs and maintenance since November 2013.', 'Gladyshev assured Tass that there were no weapons, hazardous chemicals, or radioactive materials present.']"
"[""(CNN)Kayahan, one of Turkey's best-loved singers and songwriters, died of cancer Friday at the age of 66."", ""He had performed most recently in Istanbul on Valentine's Day."", 'The performer, who was also an accomplished guitarist, was first diagnosed with cancer in 1990, the year he competed in the Eurovision Song Contest, and the year before he released the album that ignited his career.', 'He died Friday in a hospital in Istanbul, five days after his 66th birthday.', 'The singer, whose full name was Kayahan Acar, was born in Izmir province, in western Turkey on March 29, 1949.', 'Kayahan was best known for his love songs.']","['Kayahan, a beloved Turkish singer and songwriter who was widely admired for her powerful voice and emotive lyrics, passed away on Friday at the age of 66 after a battle with cancer.', ""He had recently taken the stage in Istanbul on February 14th, Valentine's Day."", 'The artist, who was not only a skilled singer but also a talented guitarist, was first diagnosed with cancer in 1990, the year he participated in the Eurovision Song Contest and just before he released the album that propelled his career to new heights.', 'He passed away on Friday in a hospital in Istanbul, just five days after celebrating his 66th birthday.', 'Kayahan Acar, born in Izmir province, western Turkey on March 29, 1949, was a singer known by her full name.', 'Kayahan was most renowned for his romantic ballads.']"
"[""Beijing (CNN)China's state prosecutors on Friday formally charged the country's former security czar with accepting bribes, making him the highest-ranking Chinese Communist Party official ever to face corruption charges."", ""Zhou Yongkang, 72, was also charged with abuse of power and leaking state secrets, the Supreme People's Procuratorate, the highest prosecution authority in China, said."", ""Zhou is by far the biggest tiger caught in Xi's dragnet to date.""]","[""China's former top security official has been charged with accepting bribes, making him the highest-ranking Communist Party official to face corruption allegations in the country's history."", ""Zhou Yongkang, who is 72 years old, has also been accused of misusing his power and divulging state secrets, according to the Supreme People's Procuratorate, the highest authority responsible for prosecutions in China."", ""Zhou is the largest tiger to date who has been caught in Xi's sweeping crackdown.""]"
"['Perhaps the most relevant reference is also one of the most charged passages in the New Testament: .', 'The twelve were with him, as well as some women who had been cured of evil spirits and infirmities: Mary, called Magdalene, from whom seven demons had gone out,  and Joanna, the wife of Herod\'s steward Chuza, and Susanna, and many others, who provided for them  out of their resources.""', ""Along with these women, men like Joseph of Arimathea and Nicodemus, both men of stature and wealth, may have chipped in to help fund Jesus' ministry."", 'The Gospels reveal that both these men were rich, and supported Jesus -- indeed, it was Joseph who removed Jesus from the cross on Good Friday, anointing his body with the help of Nicodemus, and placing him in the tomb that Joseph had reserved for himself.']","['One of the most significant and controversial passages in the New Testament may be the most relevant reference for understanding the topic at hand.', ""The twelve disciples were with him, along with several women who had been freed from demonic possession and physical ailments, including Mary Magdalene, who had been delivered from seven demons, and Joanna, the wife of Herod's chief administrator Chuza, and Susanna, and many other women who generously supported them with their resources."", ""In addition to these women, influential men like Joseph of Arimathea and Nicodemus, who were both well-respected and financially secure, may have contributed to supporting Jesus' teachings."", 'According to the Gospels, both Joseph and Nicodemus were wealthy and provided financial support to Jesus. In fact, it was Joseph who took Jesus down from the cross on Good Friday, with the help of Nicodemus, and placed him in the tomb that Joseph had set aside for himself.']"
"[""Kabul, Afghanistan (CNN)Three people were killed and five others were wounded Thursday afternoon when a group of armed assailants stormed into the attorney general's office in Balkh province, northern Afghanistan, according to a press release from the provincial governor's office."", 'Although most staff members and civilians have been rescued, an exchange of fire between Afghan security forces and the assailants is ongoing, the statement says.', 'Afghan security forces are cautiously making advances in the fight in order to avoid civilian casualties, according to the press statement.']","[""In Balkh province, northern Afghanistan, three people were killed and five others were injured when a group of armed attackers burst into the attorney general's office during Thursday afternoon, as stated in a press release from the provincial governor's office."", 'According to the statement, Afghan security forces and the attackers are currently engaged in an ongoing exchange of gunfire, despite the fact that most staff members and civilians have been rescued.', 'Afghan security forces are proceeding with caution in their efforts to minimize civilian casualties during the conflict, as stated in the press release.']"
"['Five decades later, I find it almost unfathomable that a politician from my own state is attempting to launch his presidential campaign on a record that includes questioning landmark voting rights and civil rights legislation.', ""But that is what Rand Paul, who today declared he's running for president of the United States, is doing."", 'I have no doubt that under Paul\'s leadership, he would indeed take our country back -- in the wrong direction -- way back to a time when we were debating the Civil Rights Act --  which Paul has done since landing on the national stage; when there was no Department of Education -- a department he thinks ""should be done away with;"" when women didn\'t have choices -- choices Paul seeks to limit in Washington; when DREAMers weren\'t protected from deportation -- protections Paul currently opposes.', 'When asked about the need for a more robust Voting Rights Act following the Supreme Court\'s dismantling of the law, Paul dismissively remarked, ""We have an African-American President.""', 'But his record makes it very clear that his views are outdated, outside of the mainstream, and disqualifying for a man who wants to lead our country.']","['It is almost incomprehensible that a politician from my own state is trying to run for president with a track record that includes challenging significant voting rights and civil rights laws.', 'Rand Paul, who announced his candidacy for the presidency of the United States today, is taking this approach.', ""Under Paul's leadership, our country would likely regress to a time when important legislation like the Civil Rights Act was being debated, and there was no Department of Education to support education. Additionally, Paul's stance on women's rights and DREAMers' protections would limit the choices and opportunities available to these groups."", 'Paul flippantly responded to concerns about the need for a stronger Voting Rights Act by noting the presence of an African-American President.', 'His past statements and positions reveal an outdated and extreme worldview that is not in line with the mainstream, making him unfit to lead the country.']"
"['(CNN)A French-language global television network regained control of one of its 11 channels Thursday after a cyberattack a day earlier crippled its broadcasts and social media accounts.', 'Television network TV5Monde was gradually regaining control of its channels and social media outlets after suffering what the network\'s director called an ""extremely powerful cyberattack.""', 'ISIS logos and markings appeared on  TV5Monde social media accounts.', 'But there was no immediate claim of responsibility by ISIS or any other group.', ""As day broke Thursday in Europe, the network had regained the use of one of its 11 channels and its Facebook page, Paul Germain, the chain's editor in chief, told BFMTV, a CNN affiliate in France."", 'TV5Monde offers round-the-clock entertainment and news programming that reaches 260 million homes worldwide, according to the Ministry of Culture and Communications.']","['A French-language global television network successfully regained control of one of its channels on Thursday, following a cyberattack that had disrupted its broadcasts and social media accounts the previous day.', 'TV5Monde is gradually recovering control of its channels and social media accounts following a highly sophisticated cyberattack that had a significant impact.', 'Images and symbols associated with ISIS were spotted on the social media accounts of TV5Monde.', 'There was no immediate acknowledgement of involvement from ISIS or any other organization.', ""As morning dawned on Thursday in Europe, the network had restored access to one of its 11 channels and its Facebook page, according to Paul Germain, the chain's editor-in-chief, who spoke to BFMTV, a CNN affiliate in France."", 'TV5Monde provides a constant stream of entertainment and news content that is accessible to over 260 million households around the globe, as reported by the Ministry of Culture and Communications.']"
"[""Stewart said that she and her husband, Joseph Naaman, booked Felix on their Etihad Airways flight from the United Arab Emirates to New York's John F. Kennedy International Airport on April 1."", 'Shortly after the plane arrived in New York that evening, Felix went missing somewhere on the grounds of Kennedy Airport, according to Etihad Airways.', 'The airline shipped more than 200 pets last year.', 'The couple said they spent $1,200 to ship Felix on the 14-hour flight.', 'People assume you pay extra to have your pets taken care of, but they\'re treated no differently than a free piece of checked luggage,"" Stewart said.']","[""Stewart revealed that she and her husband, Joseph Naaman, reserved a seat for Felix on their Etihad Airways flight from the United Arab Emirates to New York's John F. Kennedy International Airport on April 1st."", 'Felix disappeared from the Kennedy Airport grounds in New York that evening shortly after the plane arrived, as reported by Etihad Airways.', 'The airline transported over 200 furry friends by air last year.', 'The couple reportedly spent $1,200 to transport Felix on a 14-hour flight.', 'According to Stewart, people mistakenly believe that they have to pay extra to have their pets receive special treatment during air travel, but in reality, pets are handled no differently than regular pieces of checked luggage.']"
"['Massachusetts is hosting two of the highest-profile court trials in recent memory -- those of former New England Patriot Aaron Hernandez and Boston bombing suspect Dzhokhar Tsarnaev.', 'Both lengthy trials are coming to a close.', 'In Louisville, Kentucky, Sen. Rand Paul made the not-so-surprising announcement that he will run for president, while in Chicago, voters will head to the polls in a very surprising runoff between Mayor Rahm Emanuel and challenger Jesus ""Chuy"" Garcia.', ""And in Ferguson, Missouri, the shadow of Michael Brown and the protests over his shooting by Officer Darren Wilson will loom large over the city's elections."", 'OK, sure, no one was floored when the Kentucky senator announced his bid for the Oval Office, but of course it was news when he made it official Tuesday.']","['Massachusetts is currently presiding over two of the most high-profile legal proceedings in recent history, involving former New England Patriots player Aaron Hernandez and Boston Marathon bombing suspect Dzhokhar Tsarnaev.', 'Both long and complex trials are nearing their conclusions.', 'In Louisville, Kentucky, Senator Rand Paul declared his candidacy for the presidency, while in Chicago, voters will participate in a surprising runoff election between incumbent Mayor Rahm Emanuel and challenger Jesus ""Chuy"" Garcia.', ""The memory of Michael Brown and the protests that followed his shooting by Officer Darren Wilson will cast a long shadow over Ferguson, Missouri's upcoming elections."", 'While no one was surprised when the Kentucky senator announced his candidacy for the presidency, his official declaration on Tuesday still made headlines.']"
"[""The blaze began shortly before 7 a.m. at the General Electric Appliance Park in Louisville, according to Mike Weimer from the city's emergency management agency."", 'He said that there were no reports of anyone injured or trapped.', 'According to a GE website, its facility in the Louisville Appliance Park is ""revitalizing manufacturing in the United States.""']","[""The fire broke out just before 7 a.m. at the General Electric Appliance Park in Louisville, as reported by Mike Weimer from the city's emergency management agency."", 'He stated that there were no accounts of anyone being harmed or confined.', ""GE's Louisville Appliance Park facility is breathing new life into American manufacturing, according to the company's website.""]"
"['Cedar Falls, Iowa (CNN)As aides politely tried to rush Ted Cruz from an event in Cedar Falls to one in Cedar Rapids, Iowa, on Thursday, the presidential candidate continued shaking hands with anyone who wanted to meet him.', ""Cruz has built a brand as a stalwart conservative willing to buck GOP leadership on fiscal issues, but he showed in Iowa last week that he's also eager to champion social issues at a time when many Republicans are anxious to avoid them."", ""That's why, for Cruz, courting evangelicals is only a component of a three-pronged strategy to win the nomination that also includes dominating the tea party faction and competing for the libertarian base."", 'Cruz argued Thursday that the Republican Party needs to bridge the gap between what he described as the Ron Paul-Rand Paul faction of the party -- young libertarian-minded voters -- and the Santorum base -- evangelicals.', '""Naturally those two (Huckabee and Santorum) have the name recognition and database of people who supported them in the past, but by and large voters are going to say, \'Let me take a good look at all of these candidates.\'""']","[""Ted Cruz was eager to meet with his supporters in Cedar Falls, Iowa, and despite his aides' attempts to hurry him along to his next event in Cedar Rapids, he took the time to shake hands with every person who wanted to greet him."", 'Cruz has established himself as a steadfast conservative who is willing to defy Republican Party leadership on financial matters, but he demonstrated in Iowa last week that he is also committed to advocating for social issues, which many Republicans are currently trying to avoid.', 'To secure the nomination, Cruz is pursuing a multi-faceted approach that includes appealing to evangelical voters, maintaining a strong presence within the tea party movement, and competing for the support of libertarian-minded individuals.', 'Cruz suggested on Thursday that the Republican Party needs to bring together the two wings of the party - the libertarian-minded youth inspired by Ron and Rand Paul, and the evangelical base represented by Santorum.', '""Of course, Huckabee and Santorum have an advantage due to their previous recognition and support, but most voters will want to carefully consider all candidates before making a decision.""']"
"['Using the hashtag #147notjustanumber -- a reference to the number of people, mostly students, killed at Garissa University College on Thursday -- Kenyans tweeted pictures of the victims in happier times.', ""The attack in Kenya killed 142 students, three security officers and two university security personnel, and was the nation's deadliest since the bombing of the U.S. Embassy in 1998."", 'The Interior Ministry has identified one of the attackers killed by security forces as the son of a government official.']","['Kenyans took to Twitter to share photos of the Garissa University College victims in happier times, using the hashtag #147notjustanumber to pay tribute to the 147 people, mostly students, who were killed in the Thursday attack.', 'The recent attack in Kenya resulted in the loss of 142 student lives, along with three security officers and two university security personnel, making it the deadliest incident in the country since the U.S. Embassy bombing in 1998.', 'According to the Interior Ministry, one of the attackers who was killed by security forces has been identified as the son of a high-ranking government official.']"
"['(CNN)The California Public Utilities Commission on Thursday said it is ordering Pacific Gas & Electric Co. to pay a record $1.6 billion penalty for unsafe operation of its gas transmission system, including the pipeline rupture that killed eight people in San Bruno in September 2010.', 'Of the $1.6 billion, $850 million will go to ""gas transmission pipeline safety infrastructure improvements,"" the commission said.', ""The company's chief executive officer said in a written statement that PG&E is working to become the safest energy company in the United States."", ""PG&E said it has paid more than $500 million in claims to the victims and victims' families in San Bruno, which is just south of San Francisco."", 'The Los Angeles Times reported the previous record penalty was a $146 million penalty against Southern California Edison Company in 2008 for falsifying customer and worker safety data.']","['The California Public Utilities Commission has ordered Pacific Gas & Electric Co. to pay a historic $1.6 billion fine for operating its gas transmission system unsafely, including the pipeline rupture that resulted in the deaths of eight people in San Bruno in 2010.', 'The commission plans to allocate $850 million of the $1.6 billion for upgrades to gas transmission pipeline safety infrastructure.', ""PG&E is striving to become the safest energy company in the United States, as stated by the company's chief executive officer in a written statement."", 'PG&E has disbursed over $500 million in compensation to the victims and their families in San Bruno, a community located just south of San Francisco.', 'According to The Los Angeles Times, Southern California Edison Company was previously fined a record $146 million in 2008 for misrepresenting customer and employee safety data.']"
"['After deliberating for 11½ hours, jurors found Dzhokhar Tsarnaev guilty on Wednesday of all 30 counts he faced in the Boston Marathon bombing trial.', 'Seventeen of the 30 counts were capital charges, meaning he is eligible for the death penalty.']","['Following deliberations that lasted for over 11 hours, the jury reached a guilty verdict on Wednesday for Dzhokhar Tsarnaev on all 30 counts related to the Boston Marathon bombing trial.', 'Of the 30 charges brought against him, 17 were considered capital offenses, making him eligible for the death penalty.']"
"['(CNN)Four workers died in a massive oil rig fire that raged for hours off the coast of Mexico Wednesday.', 'Mexican state oil company Pemex said 45 workers were injured in the blaze, which began early Wednesday morning.', 'The fire had been extinguished by Wednesday night, Pemex said in a Twitter post.', ""The state oil company hasn't said what caused the fire on the platform, which is located in the Gulf of Mexico's Campeche Sound.""]","['Four oil rig workers lost their lives in a devastating fire that engulfed the platform for several hours off the coast of Mexico on Wednesday.', 'According to Mexican state oil company Pemex, 45 employees were hurt in a Wednesday morning fire.', 'By Wednesday night, Pemex announced via Twitter that the fire had been put out.', ""The state oil company has not disclosed the cause of the fire that broke out on the platform in the Gulf of Mexico's Campeche Sound.""]"
"['(CNN)Easter is unique on the Christian calendar, a major point in the cycle of the religious year, and one that has always been able to resist the commercialization and culture warring that surrounds Christmas.', ""At a time when our culture is roiled by questions of identity and ethics (and tolerance) that have profound religious implications, it's worth pausing to explore this crucial holiday -- and the awareness of the human condition, in all its sadness and glory, that it engenders."", 'But the really interesting thing is that we all experience the pattern of the three days again and again.', ""But the ritual enactment of these three days of the Easter season reminds all of those who practice Christianity -- and perhaps those who don't -- that we should expect to move through darkness into light.""]","['Easter stands out on the Christian calendar as a significant milestone, resisting the commercialization and cultural conflicts that characterize the holiday season, unlike Christmas.', ""In a society grappling with complex questions of identity, ethics, and tolerance, it's essential to reflect on this significant holiday and the profound insights it offers into the human experience, including both the struggles and triumphs of humanity."", 'The most intriguing aspect is that we all repeatedly encounter this three-day pattern in our lives.', ""The Easter season's three-day ritual serves as a reminder to both Christians and non-Christians alike that we should anticipate transitioning from darkness to light.""]"
"['(CNN)Police in India are putting aside their batons in favor of an overhead solution to angry and unruly crowds: pepper-spraying drones.', ""Yashasvi Yadav, Senior Superintendent of police in Lucknow, northern India, told CNN the city's force has bought four drones and is in the process of purchasing one more."", 'The miniature aircraft will be fitted with a camera and pepper spray; each drone costs between $9,560 and $19,300, Yadav added.', 'Questions have also been raised as to why the police are resorting to aggression.', '""While I think it is bound to fail if not be another scam in the making, it also shows the mindset of the administration to not use dialogue and mediation to solve problems but use authoritarian and forceful methods,"" photojournalist Chirag Wakaskar in Mumbai told CNN.']","['Police in India are now using drones equipped with pepper spray to disperse unruly crowds, instead of relying on batons.', ""According to Yashasvi Yadav, the Senior Superintendent of police in Lucknow, northern India, the city's law enforcement agency has acquired four drones and is in the process of procuring one more."", 'The small planes will be equipped with cameras and pepper spray, and each drone is priced between $9,560 and $19,300, according to Yadav.', ""The police's use of aggression has sparked questions about their motivations and actions."", '""Chirag Wakaskar, a photojournalist in Mumbai, believes that the administration\'s approach to solving problems is unlikely to be successful and may even be a scam, as they are not using dialogue and mediation but instead relying on authoritarian and forceful methods.""']"
"['A female employee accused Xavier Morales, a supervisor within the agency, of assault after he made sexual advances at  her, according to The Washington Post.', '""The woman told police and agency investigators that Morales, her boss, told her during the party at Capitol City Brewing Company that he was in love with her and would like to have sex with her,"" and later tried to kiss her in the office, according to a report from The Washington Post.', 'A Secret Service spokesperson confirms that  Morales was placed on administrative leave and his security clearance was suspended.', 'This incident was first reported on April 2, and Secret Service Director Joe Clancy was briefed that afternoon.']","['Xavier Morales, a supervisor at the agency, was accused by a female employee of assaulting her after he made unwelcome sexual advances, according to The Washington Post.', 'The woman alleged to investigators that her boss, Morales, confessed his romantic feelings for her and expressed a desire to engage in sexual activity with her during a party at Capitol City Brewing Company, and he later attempted to kiss her in the office, according to a report by The Washington Post.', 'According to a spokesperson for the Secret Service, Morales has been placed on temporary leave and his access to classified information has been restricted.', 'The occurrence was initially reported on April 2, and Secret Service Director Joe Clancy was briefed later that afternoon.']"
"['Marseille, France (CNN)Investigators have collected all the main evidence from the site where Germanwings Flight 9525 crashed, a French national police official told CNN on Saturday.', '""All the police investigators have left the (Germanwings) crash site,"" he said.', '""There is only a private security company ensuring security around the crash site so that no one can go there.""', 'The security firm will guard the site until the remaining debris is collected and taken to secure locations for further analysis, if necessary, he said.', 'The crash killed all 150 people on board.', ""Authorities say the flight's co-pilot, Andreas Lubitz, locked the captain out of the cockpit and engineered the plane's demise.""]","['Investigators have gathered all key evidence from the crash site of Germanwings Flight 9525 in Marseille, France, as reported by a French national police official to CNN on Saturday.', '""All the police investigators have departed the Germanwings crash site,"" he stated.', '""A single private security firm is responsible for maintaining security around the crash site, preventing unauthorized access.""', 'The security firm will continue to monitor the site until all remaining debris is collected and transported to secure facilities for further examination, if required.', 'The tragic accident claimed the lives of all 150 individuals who were on board.', 'According to authorities, the co-pilot of the flight, Andreas Lubitz, took control of the cockpit and intentionally crashed the plane, locking the captain out of the cockpit.']"
"['(CNN)Pardon us, ""Lost"" fans, but April 8 wasn\'t only your day.', 'April 14 .', 'Their love affair was doomed like two ships passing in the night, but it was so good while it lasted for Jack and Rose in the 1997 blockbuster movie ""Titanic.""', 'April 25 .']","['(CNN)Apologies to devotees of ""Lost,"" but April 8 was not just your special day.', 'April 14th.', 'Their romance was destined to fail, much like two vessels crossing in the night, but it was exquisitely enjoyable while it lasted for Jack and Rose in the 1997 box office smash ""Titanic.""', 'April 25th.']"
"['Twisted Sister says that its 2016 tour will be its last, according to a press release.', 'Next year marks the band\'s 40th anniversary, and to celebrate, the tour is being titled ""Forty and F*ck It.""', '""It\'s official: Farewell,"" Twisted Sister singer Dee Snider posted on Facebook.', 'Pero, who died March 20.', ""The band will also perform two shows in Pero's honor: one at Las Vegas' Hard Rock Hotel and Casino, the other at the Starland Ballroom in Sayreville, New Jersey."", ""The latter is in support of Pero's family.""]","['According to a recent press release, Twisted Sister has announced that their 2016 tour will be their final one.', 'The band is celebrating its 40th anniversary next year with a tour aptly named ""Forty and Fearless.""', '""Dee Snider, the lead singer of Twisted Sister, announced on Facebook that it\'s time to say goodbye.""', 'Pero passed away on March 20.', 'The band will additionally stage two concerts in tribute to Pero, one at the Hard Rock Hotel and Casino in Las Vegas and the other at the Starland Ballroom in Sayreville, New Jersey.', ""Pero's family is being supported by the latter.""]"
"[""The critically-panned film, which opened last year's Cannes Film Festival, will premiere on Lifetime on Memorial Day, May 25."", 'After the movie performed poorly in its international engagements, The Weinstein Co., which first purchased U.S. distribution rights at the 2013 Berlin Film Festival, decided to sell it directly to Lifetime rather than book it into U.S. theaters, a source confirmed to The Hollywood Reporter.', ""The film, which was directed by Olivier Dahan and focuses on a period in the early '60s when Monaco was involved in a stand-off over taxes with France and Grace was contemplating a return to Hollywood, was originally scheduled for release in late 2013."", ""That planned March release was then scrubbed, when Cannes expressed interest in debuting the director's version of the movie in May.""]","[""The much-maligned movie, which kicked off last year's Cannes Film Festival, will make its television debut on Lifetime on Memorial Day, May 25."", 'The Weinstein Co., which initially acquired the U.S. distribution rights for the movie at the 2013 Berlin Film Festival, opted to sell it directly to Lifetime instead of releasing it in U.S. theaters, as confirmed by a source to The Hollywood Reporter, after the film underperformed in international markets.', 'The movie, directed by Olivier Dahan, explores a pivotal moment in the early 1960s when Monaco was locked in a tax standoff with France, while Grace Kelly was considering a comeback to Hollywood, and was initially slated for release in late 2013.', ""The planned March release was abruptly cancelled in favor of a May release, after Cannes expressed interest in premiering the director's version of the film.""]"
"['Farther north, in the rural Illinois hamlet of Fairdale, one person died as a twister shredded homes and ripped trees bare of leaves and most limbs.', 'But in nearby Kirkland, debris was so thick on the roads, responders searching for trapped residents could not yet assess the damage or injuries, fire officials said.', 'If one person is in need, we\'ll all be there for them.""', 'Lindsey Clark, a reporter from CNN affiliate WREX, said rescuers were pulling trapped people from a home in the Rochelle area.']","['In the rural Illinois community of Fairdale, a devastating tornado claimed one life and left a trail of destruction, including shredded homes and denuded trees with only a few limbs remaining.', 'In Kirkland, the roads were impassable due to heavy debris, making it difficult for emergency responders to assess the situation and locate any potential injuries or trapped residents, according to fire officials.', '""When one person is facing challenges, we\'ll all rally around them with support.""', 'According to Lindsey Clark, a reporter from CNN affiliate WREX, rescue teams were extracting individuals who were trapped inside a home located in the Rochelle area.']"
"['Slager has been fired and charged with murder in the death of 50-year-old Walter Scott.', 'Slager is seen in the video handcuffing Scott after the shooting.', 'A North Charleston Police report included brief statements from eight police officers, but not Slager.', 'The family declined to provide any more information.']","['Slager has been terminated from his position and criminally charged with murder in connection with the death of 50-year-old Walter Scott.', 'Slager can be seen in the video restraining Scott with handcuffs after the shooting.', 'According to the North Charleston Police report, statements from eight police officers were included, but there was no mention of Slager.', 'The family chose not to offer any additional details.']"
"['The photographer, Daniel Ramos, had filed the civil suit against West  after the hip-hop star attacked him and tried to wrestle his camera from him in July 2013 at Los Angeles International Airport.', ""Ramos and his lawyer, Gloria Allred, sought general and punitive damages in the civil suit, saying that West had interfered with the photographer's rights to pursue a lawful occupation."", 'She didn\'t disclose the details of the settlement other than saying that ""one important aspect of it was an apology by Kanye West to our client, Daniel Ramos.""', 'Ramos shouts outside a terminal at the Los Angeles airport on the night of July 19, 2013.']","['Daniel Ramos, a photographer, filed a civil lawsuit against West after the hip-hop star assaulted him and attempted to snatch his camera at Los Angeles International Airport in July 2013.', ""Ramos and his lawyer, Gloria Allred, brought a civil lawsuit against West, alleging that he had interfered with Ramos's ability to work as a photographer and seeking both compensatory and punitive damages as a result."", 'Kanye West issued an apology to Daniel Ramos as part of the settlement, but the details of the agreement remain confidential.', 'Ramos loudly proclaims his message outside the Los Angeles airport terminal on the evening of July 19, 2013.']"
"[""It's hard to believe that his phenomenal 8½ minute allegory, which millions of Americans know by heart, is 44 years old."", ""On Tuesday, Christie's sold the 16-page handwritten manuscript of the song's lyrics for $1.2 million to an unnamed buyer."", 'There is magic brewing in the music and words of ""American Pie,"" for McLean\'s lyrics and melody frame a cosmic dream, like those Jack Kerouac tried to conjure in his poetry-infused novel ""On the Road.""', 'What makes ""American Pie"" so unusual is that it isn\'t a relic from the counterculture but a talisman, which, like a sacred river, keeps bringing joy to listeners everywhere.']","[""It's astonishing that his exceptional and enduringly popular 8½ minute story, which has been deeply ingrained in the hearts of millions of Americans for four decades, is now 44 years old."", ""On Tuesday, Christie's auctioned off a 16-page handwritten manuscript of the song's lyrics for $1.2 million to an anonymous buyer."", 'The enchanting sounds and lyrics of ""American Pie"" by McLean evoke a cosmic vision, much like the dreamy, poetic landscapes found in Jack Kerouac\'s novel ""On the Road.""', 'The unique aspect of ""American Pie"" is that it doesn\'t feel like a relic of the counterculture, but rather a treasured object that continues to bring happiness to listeners across the globe, much like a revered river that brings life and joy to those who seek its blessings.']"
